id,value
id_0,24.070005977728915
id_1,50.284862208664556
id_2,33.248069423112376
id_3,22.54262462878208
id_4,27.85484474614372
id_5,23.37484224568654
id_6,32.449221411461046
id_7,25.38357957495335
id_8,46.90579524014897
id_9,34.942619399615836
id_10,24.92273754214971
id_11,38.7674149204901
id_12,25.508384991417692
id_13,27.70279684407537
id_14,29.931224718717573
id_15,30.763250423636155
id_16,33.994706999220014
id_17,36.09144999232299
id_18,27.76296866743129
id_19,32.69533293120361
id_20,23.540764633254696
id_21,32.31549090913344
id_22,31.96790928603062
id_23,24.216934601768138
id_24,41.894997887516794
id_25,29.2452116876651
id_26,25.096839187963013
id_27,22.655475156269922
id_28,33.03507399903393
id_29,26.45430057987717
id_30,21.282694457094074
id_31,23.717543664921262
id_32,24.891486202920085
id_33,19.6529439965396
id_34,22.394007646802667
id_35,43.807280660453245
id_36,28.49161029837969
id_37,25.57166322510911
id_38,20.20641062990188
id_39,40.683866470463315
id_40,25.35906822501423
id_41,27.868696782640974
id_42,41.61438188684075
id_43,27.369413742009122
id_44,21.495650755871324
id_45,35.19392745992844
id_46,37.06161163977967
id_47,32.184529962209446
id_48,32.338201417272536
id_49,24.975235915269998
id_50,28.522675155245757
id_51,22.945001106403975
id_52,17.988940352692097
id_53,23.7063000855553
id_54,27.471207673985816
id_55,36.39535011567305
id_56,27.157555519602177
id_57,27.209324923526637
id_58,18.60481382746581
id_59,31.840074468224376
id_60,17.631045446458383
id_61,23.674729066140106
id_62,24.724248311895032
id_63,26.84782006354688
id_64,30.332461051475644
id_65,23.54629752668631
id_66,21.205515425026842
id_67,31.480523625774048
id_68,25.02426412443694
id_69,24.946422440616566
id_70,39.77084971536263
id_71,38.32170633774055
id_72,23.438362060000234
id_73,15.689158775146828
id_74,16.14652710621163
id_75,26.634296783645482
id_76,33.15462018565136
id_77,18.355581065109902
id_78,29.736143858982246
id_79,30.623255283551703
id_80,20.946786314243486
id_81,17.78497667731695
id_82,25.63119077350441
id_83,25.801387257881505
id_84,21.66179280836747
id_85,22.83570731015579
id_86,22.56514833938462
id_87,18.551039591312286
id_88,31.88983786157191
id_89,21.116383000221205
id_90,22.726259650725456
id_91,17.62137844751095
id_92,24.39989443700611
id_93,19.985965697684435
id_94,25.340632169289897
id_95,26.474577063470388
id_96,20.771760373873896
id_97,17.692079540894266
id_98,20.9009888951116
id_99,19.395898227124512
id_100,18.0521458656243
id_101,23.38387751874961
id_102,21.225880881770156
id_103,21.831256662118953
id_104,18.270584685743568
id_105,24.715888936133545
id_106,17.911114413532072
id_107,20.436744121057142
id_108,22.298735858468934
id_109,20.967236834398264
id_110,19.165319416069266
id_111,16.51257503920789
id_112,22.016715767809174
id_113,21.102924491655692
id_114,25.20189476057795
id_115,21.042150656625534
id_116,18.88935511748811
id_117,26.574108593568575
id_118,24.08331965920933
id_119,16.07484599702893
id_120,20.61381215623881
id_121,18.703742588036278
id_122,17.06284266764032
id_123,15.721265769312554
id_124,21.323528502741322
id_125,22.060973558238242
id_126,15.406765903454072
id_127,17.532236722831836
id_128,18.972543426457182
id_129,14.533444969903286
id_130,21.272250927162524
id_131,21.546670463780426
id_132,15.841702635704442
id_133,25.412722135853624
id_134,19.5302084865034
id_135,19.03479753963717
id_136,19.258022706729413
id_137,22.09092501543847
id_138,27.922888721308162
id_139,27.52254748206112
id_140,26.14865900521488
id_141,22.41561245819512
id_142,21.16286662547608
id_143,19.586599021666775
id_144,17.931507206225472
id_145,21.250374670249933
id_146,17.034229771945228
id_147,21.426365982869367
id_148,26.47947754360516
id_149,27.875094175224863
id_150,27.449503144236672
id_151,26.358609031813817
id_152,21.597996161947783
id_153,23.535295319555804
id_154,19.272589609987957
id_155,27.972631240581784
id_156,27.960357524143447
id_157,25.935555065260875
id_158,21.341693274109346
id_159,28.188383003155167
id_160,23.998096578010287
id_161,23.50974103533833
id_162,31.825103894702412
id_163,22.255505572382717
id_164,23.972575275476547
id_165,23.437002793177793
id_166,33.00670425602366
id_167,13.760544673239977
id_168,25.813457501893495
id_169,20.967610682983963
id_170,23.331177861706248
id_171,32.501919092010844
id_172,19.896547045838275
id_173,21.28763286163865
id_174,25.412181594748553
id_175,12.853553719868358
id_176,24.116289602732365
id_177,22.701392843722555
id_178,19.818212154021438
id_179,22.747657213408996
id_180,29.64352086955394
id_181,27.25318449881207
id_182,26.069531163421583
id_183,21.920979489815654
id_184,18.765575539685468
id_185,29.118216433610172
id_186,26.338889279258993
id_187,24.405899541109658
id_188,21.279187145309493
id_189,23.77597260131522
id_190,22.921763851032246
id_191,25.349177967535443
id_192,24.023652702964718
id_193,23.842182756686487
id_194,26.72311343042126
id_195,19.718861232811435
id_196,34.50003754152575
id_197,24.596782425624742
id_198,21.31754185888807
id_199,22.99958588551701
id_200,45.07339647838362
id_201,21.72536322651522
id_202,29.478722080161855
id_203,20.00429660817699
id_204,27.57863611700409
id_205,32.46425934669826
id_206,23.050281196770335
id_207,21.565105067109382
id_208,36.77682867972295
id_209,21.055105936473264
id_210,21.51104864464179
id_211,31.956481585268975
id_212,28.398887498633304
id_213,44.21210458088708
id_214,24.17909421827246
id_215,37.35380166070369
id_216,34.786617293386556
id_217,38.42150851203645
id_218,26.582164355359524
id_219,26.790383043259155
id_220,29.49665210146019
id_221,42.33293411418474
id_222,30.53009543552165
id_223,31.885849083539835
id_224,36.252244495150514
id_225,21.887308310114467
id_226,24.756657092219882
id_227,41.7959027502041
id_228,36.49332158090044
id_229,19.428664458683187
id_230,32.55771504024961
id_231,24.88336958099142
id_232,25.799582656401615
id_233,25.969724428296534
id_234,34.62994242224654
id_235,30.075681458527864
id_236,25.472310818845074
id_237,22.018016706106458
id_238,28.588582524880763
id_239,26.858459190638634
